65 1 vieu 400 5.68333 45.9
66 1 saint-andre-de-corcy 3000 4.95 45.9167
67 1 bressolles-01 700 5.1 45.8667
68 1 peronnas 6100 5.2 46.1833
69 1 colomieu 100 5.61667 45.7333
70 1 monthieux 600 4.93333 45.95
71 1 saint-jean-sur-reyssouze 700 5.06667 46.4
72 1 garnerans 600 4.83333 46.2
73 1 montrevel-en-bresse 2400 5.13333 46.3333
74 1 conand 100 5.46667 45.8833
75 1 challes-la-montagne 200 5.46667 46.1333
76 1 mogneneins 700 4.81667 46.1333
77 1 thoissey 1500 4.8 46.1667
78 1 chaleins 1200 4.8 46.0333
79 1 neuville-sur-ain 1500 5.36667 46.0833
80 1 thil-01 1100 5.01667 45.8167
81 1 jujurieux 2000 5.41667 46.0333
82 1 oncieu 100 5.46667 45.95
83 1 lurcy 400 4.76667 46.0667
84 1 balan-01 2400 5.1 45.8333
85 1 ambutrix 700 5.33333 45.9333
86 1 sainte-croix-01 500 5.05195 45.8942
87 1 blyes 900 5.25 45.85
88 1 conzieu 100 5.6 45.7333
89 1 nievroz 1500 5.06667 45.8333
90 1 nurieux-volognat 1100 5.52667 46.1856
91 1 ambleon 100 5.6 45.75
92 1 saint-maurice-de-gourdans 2400 5.2 45.8167
93 1 chezery-forens 400 5.88333 46.2167
94 1 sault-brenaz 1100 5.41667 45.85
95 1 murs-et-gelignieux 200 5.66667 45.6333
96 1 petit-abergement 100 5.65 46.0333
97 1 cormoz 500 5.23333 46.45
98 1 saint-martin-de-bavel 500 5.68333 45.85
99 1 saint-trivier-de-courtes 1000 5.08333 46.4667
100 1 boyeux-saint-jerome 300 5.46667 46.0333
101 1 chateau-gaillard 1700 5.3 45.9667
102 1 premeyzel 300 5.65 45.6833
103 1 arandas 200 5.48333 45.9
104 1 chatenay-01 300 5.2 46.0333
105 1 innimond 100 5.56667 45.7833
106 1 boz 500 4.9 46.4
107 1 briord 900 5.46667 45.7833
108 1 reyrieux 4000 4.81667 45.9333
109 1 matafelon-granges 700 5.56667 46.2667
110 1 drom 200 5.36667 46.2167
111 1 chatillon-en-michaille 3100 5.78333 46.1333
112 1 polliat 2400 5.13333 46.25
113 1 vesancy 500 6.08333 46.35
114 1 massieux 2400 4.83333 45.9167
115 1 saint-cyr-sur-menthon 1600 4.98333 46.2667
116 1 serrieres-sur-ain 100 5.45 46.15
117 1 nivollet-montgriffon 100 5.43333 45.9833
118 1 izernore 2200 5.55 46.2167
119 1 saint-nizier-le-desert 900 5.15 46.05
120 1 guereins 1200 4.78333 46.1
121 1 illiat 500 4.88333 46.1833
122 1 trancliere 300 5.26667 46.1167
123 1 saint-didier-de-formans 1800 4.78333 45.95
124 1 merignat 100 5.43333 46.0667
125 1 saint-eloi-01 400 5.15 45.9333
126 1 chapelle-du-chatelard 300 5.03333 46.0667
127 1 saint-jean-de-niost 1400 5.21667 45.8333
128 1 savigneux-01 1200 4.85 46
129 1 nattages 500 5.76667 45.7333
130 1 saint-benǫt-01 700 5.58333 45.7
131 1 douvres 900 5.36667 45.9833
132 1 francheleins 1200 4.8 46.0667
133 1 dortan 2100 5.66667 46.3167
134 1 saint-germain-les-paroisses 400 5.61667 45.7667
135 1 miribel-01 9000 4.95306 45.8245
136 1 lancrans 1000 5.83333 46.1333
137 1 echenevex 1500 6.03333 46.3167
138 1 saint-jean-sur-veyle 1100 4.91667 46.25
139 1 billiat 400 5.78333 46.0667
140 1 abergement-de-varey 200 5.41667 46
141 1 villeneuve-01 1400 4.83667 46.0212
142 1 villars-les-dombes 4300 5.01667 46
143 1 thezillieu 300 5.6 45.8833
144 1 saint-etienne-sur-reyssouze 500 5 46.4
145 1 souclin 300 5.41667 45.8667
146 1 saint-just-01 900 5.28 46.1903
147 1 civrieux 1300 4.88333 45.9167
148 1 argis 400 5.48333 45.9333
149 1 talissieu 500 5.71667 45.8667
150 1 birieux 200 5.03333 45.95
151 1 saint-julien-sur-veyle 700 4.95 46.2
152 1 thoiry-01 4900 5.97973 46.2364
153 1 laiz 1100 4.88333 46.25
154 1 cressin-rochefort 400 5.76667 45.7667
155 1 saint-champ 100 5.73333 45.7833
156 1 saint-georges-sur-renon 200 5.03333 46.1
157 1 lantenay-01 300 5.53333 46.05
158 1 vernoux 200 5.11667 46.4833
159 1 cormaranche-en-bugey 900 5.6 45.95
160 1 sainte-euphemie 1400 4.78333 45.9667
161 1 beaupont 600 5.26667 46.4
162 1 brens-01 1000 5.69473 45.7187
163 1 ramasse 300 5.35 46.2
164 1 divonne-les-bains 7800 6.13333 46.3667
165 1 leaz 500 5.88333 46.1
166 1 villes 400 5.78333 46.0833
167 1 saint-julien-sur-reyssouze 600 5.11667 46.4
168 1 groslee 400 5.56667 45.7167
169 1 vandeins 600 5.08333 46.2167
170 1 verjon 300 5.35 46.35
171 1 saint-andre-sur-vieux-jonc 1000 5.06667 46.15
172 1 saint-andre-d-huiriat 500 4.91667 46.2167
173 1 grilly 700 6.11667 46.3333
174 1 cessy 3700 6.06667 46.3167
175 1 ordonnaz 100 5.53333 45.8333
176 1 vescours 200 5.03333 46.4667
177 1 meillonnas 1300 5.35 46.25
178 1 geovreisset 900 5.6 46.25
179 1 ceyzerieu 900 5.73333 45.8333
180 1 beard-geovreissiat 900 5.56667 46.2
181 1 burbanche 100 5.56667 45.85
182 1 perrex 800 4.98333 46.2333
183 1 villemotier 600 5.31667 46.35
184 1 jasseron 1400 5.33333 46.2167
185 1 corveissiat 600 5.48333 46.2333
186 1 journans 300 5.33333 46.15
187 1 sermoyer 700 4.98333 46.5
188 1 charix 300 5.68333 46.1833
189 1 arbignieu 500 5.65 45.7333
190 1 leyssard 200 5.46667 46.1667
191 1 saint-jean-de-thurigneux 600 4.88333 45.95
192 1 frans 2000 4.78333 45.9833
193 1 tenay 1100 5.5 45.9167
194 1 bage-la-ville 2900 4.95 46.3167
195 1 montmerle-sur-saone 3800 4.76667 46.0833
196 1 courmangoux 500 5.36667 46.3333
197 1 baneins 600 4.9 46.1167
198 1 lagnieu 6700 5.35 45.9
199 1 attignat 2700 5.16667 46.2833
200 1 saint-andre-de-bage 600 4.91667 46.3
201 1 pont-de-vaux 2200 4.93333 46.4333
202 1 amberieu-en-bugey 12800 5.35 45.95
203 1 peyzieux-sur-saone 400 4.81667 46.1167
204 1 crozet-01 1800 6.01251 46.2806
205 1 seyssel-01 900 5.83194 45.9597
206 1 beynost 4300 5 45.8333
207 1 versonnex-01 2100 6.09723 46.3023
208 1 saint-laurent-sur-saone 1700 4.83333 46.3
209 1 artemare 1100 5.7 45.8667
210 1 montracol 900 5.11667 46.1833
211 1 parves 300 5.75 45.75
212 1 pugieu 100 5.65 45.8167
213 1 virieu-le-grand 1100 5.65 45.85
214 1 saint-remy-01 800 5.16667 46.1833
215 1 rance 600 4.86667 45.9667
216 1 grieges 1800 4.85 46.25
217 1 grand-corent 100 5.43333 46.2
218 1 outriaz 300 5.55 46.0667
219 1 montagnieu-01 500 5.46667 45.8
220 1 champagne-en-valromey 700 5.68333 45.9
221 1 amberieux-en-dombes 1600 4.9 46
222 1 boisse-01 2900 5.03333 45.85
223 1 parcieux 1100 4.81667 45.9167
224 1 saint-didier-d-aussiat 800 5.06667 46.3
225 1 saint-nizier-le-bouchoux 700 5.15 46.45
226 1 ars-sur-formans 1300 4.81667 45.9833
227 1 anglefort 900 5.80833 45.9167
228 1 corlier 100 5.5 46.0333
229 1 ferney-voltaire 7800 6.11667 46.25
230 1 saint-maurice-de-remens 700 5.28333 45.95
231 1 chatillon-la-palud 1500 5.25 45.9667
232 1 saint-sulpice-01 100 5.04167 46.3203
233 1 saint-bois 100 5.63333 45.7
234 1 virignin 800 5.71667 45.7167
235 1 premillieu 0 5.56667 45.8667
236 1 genouilleux 600 4.78333 46.1167
237 1 reyssouze 900 4.91667 46.4333
238 1 collonges 1600 5.9 46.1333
239 1 saint-germain-de-joux 500 5.73333 46.1833
240 1 bregnier-cordon 700 5.61667 45.65
241 1 saint-martin-le-chatel 800 5.11667 46.2833
242 1 marignieu 200 5.71667 45.8
243 1 neyrolles 700 5.63333 46.1333
244 1 sulignat 600 4.96667 46.1667
245 1 beny 700 5.28333 46.3333
246 1 injoux-genissiat 1000 5.78333 46.05
247 1 chanay 600 5.78333 46
248 1 chatillon-sur-chalaronne 4900 4.96667 46.1167
249 1 farges-01 800 5.91667 46.1667
250 1 saint-alban-01 200 5.45 46.1
251 1 curtafond 700 5.08333 46.2667
252 1 viriat 5700 5.21667 46.25
253 1 belleydoux 300 5.76667 46.25
254 1 bage-le-chatel 800 4.93333 46.3
255 1 sainte-olive 300 4.93333 46.0167
256 1 saint-genis-sur-menthon 400 5.01667 46.2833
257 1 domsure 500 5.3 46.4167
258 1 chavannes-sur-suran 700 5.41667 46.2667
259 1 priay 1400 5.28333 46
260 1 peyrieu 800 5.67751 45.6767
261 1 lalleyriat 200 5.71667 46.15
262 1 sergy-01 1700 6 46.25
263 1 saint-martin-du-frene 1100 5.55 46.1333
264 1 saint-maurice-de-beynost 3900 4.96667 45.8333
265 1 servas-01 1200 5.16667 46.1333
266 1 cuzieu-01 400 5.67445 45.8192
267 1 jayat 1000 5.11667 46.3667
268 1 lavours 100 5.76667 45.8
269 1 chevroux 900 4.95 46.3833
270 1 pollieu 200 5.75 45.8
271 1 beligneux 2900 5.11667 45.8667
272 1 brenaz 100 5.71667 45.95
273 1 benonces 300 5.48333 45.8333
274 1 saint-jean-le-vieux-01 1600 5.38917 46.0284
275 1 beauregard-01 900 4.75139 46.002
276 1 oyonnax 23100 5.66667 46.25
277 1 mionnay 2100 4.93333 45.9
278 1 germagnat 100 5.45 46.3167
279 1 coligny 1200 5.35 46.3833
280 1 simandre-sur-suran 700 5.41667 46.2167
281 1 abergement-clemenciat 800 4.91667 46.15
282 1 lescheroux 700 5.15 46.4
283 1 ornex 3200 6.1 46.2833
284 1 dommartin-01 800 4.99167 46.3417
285 1 lompnas 200 5.51667 45.8
286 1 bettant 700 5.36667 45.9333
287 1 armix 0 5.58333 45.85
288 1 feillens 3100 4.88333 46.3333
289 1 chavornay 200 5.7 45.8833
290 1 challex 1100 5.96667 46.1833
291 1 vongnes 100 5.71667 45.8167
292 1 magnieu 400 5.71667 45.7833
293 1 groissiat 1100 5.6 46.2167
294 1 dompierre-sur-chalaronne 400 4.9 46.1333
295 1 montluel 6800 5.05 45.85
296 1 poizat 400 5.7 46.15
297 1 hostiaz 100 5.53333 45.9
298 1 montanges 300 5.8 46.1667
299 1 sainte-julie 800 5.28333 45.8833
300 1 bey-01 200 4.85 46.2167
301 1 sonthonnax-la-montagne 300 5.53333 46.2333
302 1 mezeriat 2000 5.03333 46.2333
303 1 bellignat 3500 5.61667 46.25
304 1 saint-marcel-01 1200 4.98723 45.9487
305 1 belley 8800 5.68333 45.7667
306 1 corbonod 1200 5.81667 45.95
307 1 neyron 2300 4.93223 45.8148
308 1 saint-paul-de-varax 1500 5.13333 46.1
309 1 pressiat 200 5.38333 46.3333
310 1 chazey-bons 700 5.68333 45.8
311 1 servignat 200 5.06667 46.4333
312 1 marlieux 800 5.06667 46.0667
313 1 andert-et-condon 300 5.65 45.8
314 1 hautecourt-romaneche 700 5.41667 46.1583
315 1 crottet 1700 4.9 46.2833
316 1 druillat 1100 5.31667 46.0667
317 1 dompierre-sur-veyle 1200 5.2 46.0667
318 1 perouges 1200 5.18333 45.9
319 1 rignieux-le-franc 900 5.18333 45.9333
320 1 giron 100 5.76667 46.2333
321 1 cerdon-01 800 5.46667 46.0833
322 1 cruzilles-les-mepillat 800 4.88333 46.2167
323 1 lelex 200 5.95 46.3
324 1 lhopital 100 5.77834 46.0217
325 1 segny 1600 6.08333 46.3
326 1 cheignieu-la-balme 200 5.61667 45.8333
327 1 saint-vulbas 900 5.28333 45.8333
328 1 echallon 800 5.74139 46.21
329 1 montellier 200 5.06667 45.9333
330 1 martignat 1600 5.6 46.2167
331 1 ceyzeriat 2600 5.31667 46.1667
332 1 montcet 700 5.11667 46.2
333 1 vonnas 2700 5 46.2167
334 1 buellas 1600 5.13333 46.2
335 1 saint-benigne 1100 4.96667 46.4333
336 1 chevillard 200 5.58333 46.1167
337 1 bouligneux 300 5 46.0167
338 1 contrevoz 500 5.63333 45.8
339 1 champdor 500 5.6 46.0167
340 1 port-01 900 5.56667 46.1667
341 1 surjoux 100 5.8 46.0167
342 1 champfromier 700 5.81667 46.2
343 1 vesines 100 4.86667 46.35
344 1 seillonnaz 100 5.48333 45.8
345 1 varambon 500 5.31667 46.0333
346 1 grand-abergement 100 5.66667 46.0333
347 1 jassans-riottier 5900 4.75 45.9833
348 1 asnieres-sur-saone 100 4.88333 46.3833
349 1 condamine-01 400 5.56667 46.1167
350 1 lhuis 800 5.53333 45.75
351 1 romans-01 600 5.03333 46.1167
352 1 pizay 800 5.08333 45.8833
353 1 certines 1500 5.26667 46.1333
354 1 ruffieu 200 5.66667 46
355 1 meximieux 7300 5.2 45.9
356 1 saint-rambert-en-bugey 2200 5.43333 45.95
357 1 ambronay 2300 5.35 46
358 1 cize-01 200 5.43333 46.2
359 1 saint-germain-sur-renon 200 5.05 46.0833
360 1 villette-sur-ain 700 5.26862 45.9884
361 1 dagneux 3900 5.06667 45.85
362 1 boissey-01 200 5 46.3833
363 1 salavre 300 5.35 46.3667
364 1 brion-01 500 5.55251 46.1728
365 1 labalme 200 5.48333 46.1
366 1 sauverny 1100 6.11667 46.3167
367 1 montceaux 1100 4.8 46.1
368 1 brenod 500 5.6 46.0667
369 1 miserieux 1700 4.81667 45.9833
370 1 prevessin-moens 5300 6.08333 46.25
371 1 lent-01 1300 5.2 46.1167
372 1 marsonnas 900 5.06667 46.3333
373 1 manziat 1900 4.9 46.35
374 1 trevoux-01 6800 4.76667 45.9333
375 1 bellegarde-sur-valserine 11400 5.81667 46.1
376 1 bourg-en-bresse 40200 5.21667 46.2
377 1 confort 500 5.81667 46.15
378 1 saint-denis-les-bourg 5200 5.2 46.2
379 1 massignieu-de-rives 600 5.76667 45.75
380 1 saint-etienne-sur-chalaronne 1400 4.86667 46.15
381 1 bohas-meyriat-rignat 800 5.4 46.1333
382 1 chevry-01 1200 6.03333 46.2833
383 1 fareins 2000 4.76667 46.0167
384 1 gorrevod 700 4.95 46.4167
385 1 valeins 100 4.86667 46.1167
386 1 vieu-d-izenave 700 5.53333 46.0833
387 1 toussieux 700 4.83333 45.9667
388 1 arbigny 400 4.96667 46.4667
389 1 malafretaz 900 5.15 46.3167
390 1 samognat 700 5.58333 46.25
391 1 cras-sur-reyssouze 1200 5.16667 46.3
392 1 messimy-sur-saone 1200 4.76473 46.0484
393 1 pougny-01 800 5.95 46.1333
394 1 sandrans 500 4.98333 46.0667
395 1 pont-de-veyle 1500 4.88333 46.2667
396 1 mijoux 400 6 46.3667
397 1 saint-jean-de-gonville 1400 5.95 46.2167
398 1 saint-andre-le-bouchoux 300 5.08333 46.1167
399 1 chaneins 800 4.85 46.1
400 1 joyeux 200 5.1 45.95
401 1 tramoyes 1600 4.96667 45.8667
402 1 biziat 800 4.93333 46.2167
403 1 izenave 200 5.53333 46.0333
404 1 belmont-luthezieu 500 5.66167 45.8795
405 1 arbent 3400 5.68333 46.3
406 1 sutrieu 200 5.65 45.95
407 1 serrieres-de-briord 1100 5.45445 45.8081
408 1 aranc 300 5.5 46
409 1 chaley 100 5.53333 45.95
410 1 curciat-dongalon 400 5.15 46.4667
411 1 loyettes 2400 5.2 45.7667
412 1 gex 9700 6.06667 46.3333
413 1 courtes 300 5.1 46.4667
414 1 bereziat 400 5.05 46.3667
415 1 lapeyrouse-01 300 4.96667 45.9833
416 1 apremont-01 300 5.65833 46.2083
417 1 villieu-loyes-mollon 2900 5.22223 45.9206
418 1 leyment 1300 5.3 45.9167
419 1 etrez 800 5.18333 46.3333
420 2 gercy 300 3.86667 49.8167
421 2 villemontoire 200 3.33333 49.3
422 2 brancourt-le-grand 600 3.38333 49.9667
423 2 licy-clignon 100 3.26667 49.1
424 2 proisy 300 3.73333 49.9
425 2 chambry-02 700 3.65 49.6
426 2 mont-saint-jean-02 100 4.2 49.7833
427 2 morgny-en-thierache 100 4.06667 49.7667
428 2 mesnil-saint-laurent 400 3.35 49.8333
429 2 annois 400 3.16667 49.7167
430 2 brunehamel 500 4.18333 49.7667
431 2 audignicourt 100 3.13333 49.4833
432 2 montigny-sur-crecy 300 3.58333 49.7167
433 2 lor 100 4.05 49.5333
434 2 chivres-en-laonnois 400 3.85 49.6333
435 2 saint-gobain 2300 3.38333 49.6
436 2 ugny-le-gay 200 3.16667 49.6667
437 2 happencourt 200 3.18333 49.7833
438 2 prouvais 400 3.98333 49.4667
439 2 azy-sur-marne 400 3.36667 49
440 2 terny-sorny 300 3.36667 49.45
441 2 droizy 100 3.38333 49.2833
442 2 pignicourt 100 4.03333 49.4167
443 2 moussy-verneuil 100 3.63333 49.4167
444 2 aguilcourt 300 3.96667 49.4
445 2 montaigu-02 700 3.83333 49.5333
446 2 moulins-02 100 3.68333 49.4167
447 2 saulchery 700 3.3 48.9833
448 2 nanteuil-la-fosse 100 3.45 49.4333
449 2 guignicourt 2100 3.96667 49.4333
450 2 bucy-le-long 2000 3.38333 49.4
451 2 longpont 300 3.21667 49.2667
452 2 montgobert 200 3.15 49.3
453 2 noircourt 100 4.1 49.6667
454 2 rozet-saint-albin 300 3.3 49.2
455 2 chivy-les-etouvelles 500 3.58333 49.5167
456 2 chavonne 200 3.56667 49.4
457 2 artonges 200 3.55 48.9333
458 2 oisy-02 400 3.66667 50.0167
459 2 juvigny-02 300 3.31667 49.45
460 2 marchais-en-brie 300 3.48333 48.8833
461 2 bouconville-vauclair 200 3.75556 49.4656
462 2 bouteille 500 3.96667 49.8667
463 2 ly-fontaine 100 3.3 49.7167
464 2 logny-les-aubenton 100 4.2 49.8333
465 2 cuirieux 200 3.81667 49.6833
466 2 iron 200 3.66667 49.95
467 2 joncourt 300 3.3 49.95
468 2 effry 400 4 49.9333
469 2 jumigny 100 3.71667 49.4167
470 2 chaourse 600 4 49.7
471 2 saint-remy-blanzy 200 3.3 49.2333
472 2 beaumont-en-beine 200 3.13333 49.7
473 2 plessier-huleu 100 3.35 49.2333
474 2 estrees-02 400 3.28333 49.9667
475 2 baulne-en-brie 300 3.61667 48.9833
476 2 guivry 300 3.11667 49.65
477 2 variscourt 200 3.98333 49.4167
478 2 chatillon-sur-oise 100 3.4 49.7833
479 2 soissons 28500 3.33333 49.3667
480 2 bray-saint-christophe 100 3.15 49.7667
481 2 herie-la-vieville 200 3.63333 49.8167
482 2 aubenton 700 4.2 49.8333
483 2 braye 100 3.36667 49.4333
484 2 brissay-choigny 300 3.36667 49.7167
485 2 remaucourt-02 300 3.33333 49.9
486 2 seraucourt-le-grand 800 3.21667 49.7833
487 2 berry-au-bac 500 3.9 49.4
488 2 vivaise 800 3.56667 49.6167
489 2 proviseux-et-plesnoy 100 4 49.4667
490 2 caumont-02 600 3.18333 49.6167
491 2 villers-le-sec-02 300 3.5 49.7833
492 2 vichel-nanteuil 100 3.28333 49.1833
493 2 romery-02 100 3.73333 49.9
494 2 fontaine-les-clercs 300 3.21667 49.8
495 2 chery-les-pouilly 700 3.6 49.65
496 2 pithon 100 3.1 49.75
497 2 beaurieux-02 800 3.73333 49.4
498 2 sinceny 2200 3.25 49.6
499 2 bouffignereux 100 3.85 49.3667
500 2 saint-gengoulph 100 3.21667 49.1167
501 2 pargny-les-bois 100 3.61667 49.7167
502 2 montigny-l-allier 300 3.1 49.1167
503 2 beuvardes 700 3.48333 49.15
504 2 cuissy-et-geny 100 3.7 49.4167
505 2 reuilly-sauvigny 200 3.55 49.0667
506 2 vailly-sur-aisne 2100 3.51667 49.4167
507 2 bievres-02 100 3.71667 49.5
508 2 berny-riviere 600 3.15 49.4167
509 2 perles 100 3.65 49.3167
510 2 fontenelle-en-brie 200 3.48333 48.9167
511 2 neuflieux 100 3.16667 49.6
512 2 sainte-croix-02 100 3.78333 49.4833
513 2 pargny-la-dhuys 200 3.55 48.95
514 2 brenelle 200 3.53333 49.3667
515 2 urvillers 600 3.31667 49.7833
516 2 laversine 100 3.16667 49.35
517 2 origny-sainte-benoite 1700 3.5 49.8333
518 2 cuiry-housse 100 3.48333 49.3
519 2 neuville-les-dorengt 400 3.68333 49.9667
520 2 blanzy-les-fismes 100 3.66667 49.3333
521 2 hargicourt-02 500 3.18 49.9623
522 2 villers-sur-fere 500 3.53333 49.1833
523 2 herie 200 4.05 49.8833
524 2 bonnesvalyn 200 3.31667 49.1167
525 2 haution 100 3.83333 49.85
526 2 berzy-le-sec 400 3.31667 49.3333
527 2 vallee-au-ble 300 3.78333 49.8667
528 2 catelet 200 3.25 50
529 2 gizy 700 3.76667 49.6
530 2 saint-algis 200 3.81667 49.8833
531 2 saint-aubin-02 300 3.18333 49.5167
532 2 bancigny 0 4.01667 49.8
533 2 villeneuve-sur-fere 300 3.46667 49.1833
534 2 fleury-02 100 3.15639 49.2581
535 2 quincy-sous-le-mont 100 3.55 49.3
536 2 besny-et-loizy 400 3.58333 49.6
537 2 chery-les-rozoy 100 4.08333 49.7167
538 2 chauny 12100 3.21667 49.6167
539 2 sommette-eaucourt 100 3.11667 49.7333
540 2 lierval 100 3.61667 49.4833
541 2 chezy-sur-marne 1300 3.36667 48.9833
542 2 oulches-la-vallee-foulon 100 3.75 49.4333
543 2 anizy-le-chateau 1900 3.45 49.5
544 2 maizy 400 3.73333 49.3833
545 2 fourdrain 400 3.46667 49.6
546 2 nampteuil-sous-muret 100 3.41667 49.3
547 2 urcel 600 3.55 49.5
548 2 louatre 200 3.25 49.25
549 2 barzy-en-thierache 300 3.75 50.0333
550 2 conde-en-brie 700 3.55 49
551 2 dampleux 400 3.15 49.25
552 2 sommelans 100 3.3 49.1333
553 2 pontruet 300 3.23333 49.9
554 2 oigny-en-valois 200 3.13333 49.2167
555 2 loupeigne 100 3.53333 49.25
556 2 lhuys 100 3.55 49.2833
557 2 eparcy 0 4.06667 49.8667
558 2 chapelle-monthodon 200 3.63333 49.0167
559 2 morsain 400 3.18333 49.45
560 2 jaulgonne 700 3.53333 49.0833
561 2 chermizy-ailles 100 3.73333 49.4667
562 2 becquigny-02 300 3.46973 50.0173
563 2 festieux 500 3.75 49.5167
564 2 villers-les-guise 200 3.68333 49.9
565 2 nampcelles-la-cour 100 4 49.7833
566 2 montigny-en-arrouaise 300 3.48333 49.9
567 2 berrieux 200 3.85 49.4833
568 2 chigny 200 3.76667 49.9167
569 2 muret-et-crouttes 100 3.41667 49.2833
570 2 flavigny-le-grand-et-beaurain 500 3.66473 49.8909
571 2 laon 26200 3.61667 49.5667
572 2 saint-clement-02 100 4.06667 49.7667
573 2 dercy 400 3.68333 49.7
574 2 anguilcourt-le-sart 300 3.43333 49.6833
575 2 villers-en-prayeres 100 3.66667 49.3833
576 2 chalandry 200 3.63333 49.6833
577 2 laval-en-laonnois 300 3.6 49.5
578 2 fressancourt 200 3.41667 49.6167
579 2 sourd 200 3.75 49.8667
580 2 fontaine-notre-dame-02 400 3.43333 49.8833
581 2 chery-chartreuve 300 3.61667 49.2667
582 2 mortefontaine-02 200 3.07611 49.3317
583 2 serain 400 3.36667 50.0167
584 2 maast-et-violaine 200 3.45 49.2833
585 2 neuville-sur-ailette 100 3.7 49.4667
586 2 francilly-selency 500 3.23333 49.85
587 2 bezu-le-guery 300 3.23333 49.0167
588 2 marle 2400 3.76667 49.7333
589 2 leme-02 500 3.76667 49.8333
590 2 cierges 100 3.6 49.1667
591 2 craonne 100 3.78333 49.4333
592 2 courtemont-varennes 300 3.55 49.0667
593 2 pommiers-02 600 3.26667 49.4
594 2 gland-02 500 3.46667 49.05
595 2 landouzy-la-cour 100 3.98333 49.85
596 2 montigny-les-conde 100 3.56667 48.9833
597 2 leuilly-sous-coucy 400 3.33333 49.4833
598 2 ploisy 100 3.3 49.3333
599 2 serval 0 3.68333 49.35
600 2 billy-sur-ourcq 200 3.3 49.2167
601 2 ambrief 100 3.4 49.3167
602 2 prisces 100 3.86667 49.7833
603 2 roupy 200 3.18333 49.8167
604 2 roncheres-02 100 3.6 49.15
605 2 lugny-02 100 3.81667 49.7833
606 2 chezy-en-orxois 400 3.18333 49.1333
607 2 dhuizel 100 3.61667 49.3667
608 2 etampes-sur-marne 1200 3.41667 49.0333
609 2 vaux-en-vermandois 200 3.15 49.8167
610 2 boue 1200 3.7 50.0167
611 2 fere 3000 3.36667 49.6667
612 2 saint-michel-02 3500 4.13333 49.9167
613 2 castres-02 200 3.23333 49.8
614 2 mesbrecourt-richecourt 300 3.55 49.7
615 2 beugneux 100 3.41667 49.2333
616 2 clermont-les-fermes 100 3.95 49.6667
617 2 condren 700 3.28333 49.6167
618 2 franqueville-02 100 3.80945 49.81
619 2 arcy-sainte-restitue 400 3.46667 49.25
620 2 burelles 100 3.9 49.7833
